term	name	URL
BACTERIAL_ZOONOSIS	bacterial zoonosis	http://www.anvita.info/wiki/Bacterial_Zoonosis
LEGIONELLOSIS	legionellosis	http://www.anvita.info/wiki/Legionellosis
POSTPARTUM_INFECTION	postpartum infection	http://www.anvita.info/wiki/Postpartum_Infection
CLOSTRIDIAL_INFECTION	Clostridial Infection	http://www.anvita.info/wiki/Clostridial_Infection
GONOCOCCAL_INFECTION_--_DISSEMINATED	Gonococcal Infection - Disseminated	http://www.anvita.info/wiki/Gonococcal_Infection_--_Disseminated
GONOCOCCAL_INFECTION_--_UNCOMPLICATED	Gonococcal Infection - Uncomplicated	http://www.anvita.info/wiki/Gonococcal_Infection_--_Uncomplicated
LISTERIOSIS	listeriosis	http://www.anvita.info/wiki/Listeriosis
PASTEURELLOSIS	Pasteurellosis	http://www.anvita.info/wiki/Pasteurellosis
TRENCH_FEVER	trench fever	http://www.anvita.info/wiki/Trench_Fever
DONOVANOSIS	donovanosis (granuloma inguinale, granuloma venereum)	http://www.anvita.info/wiki/Donovanosis
PITTED_KERATOLYSIS	pitted keratolysis	http://www.anvita.info/wiki/Pitted_Keratolysis
ERYTHRASMA	erythrasma	http://www.anvita.info/wiki/Erythrasma
STREPTOCOCCAL_INFECTION	Streptococcal infection; streptococcosis	http://www.anvita.info/wiki/Streptococcal_Infection
STAPHYLOCOCCAL_INFECTION	Staphylococcal Infection	http://www.anvita.info/wiki/Staphylococcal_Infection
RAT_BITE_FEVER	rat-bite fever	http://www.anvita.info/wiki/Rat_Bite_Fever
RICKETTSIALPOX	rickettsialpox	http://www.anvita.info/wiki/Rickettsialpox
TYPHUS	typhus	http://www.anvita.info/wiki/Typhus
ANAEROBIC_INFECTION	anaerobic infection	http://www.anvita.info/wiki/Anaerobic_Infection
PSITTACOSIS	psittacosis (ornithosis)	http://www.anvita.info/wiki/Psittacosis
ECTHYMA_GANGRENOSUM	ecthyma gangrenosum	http://www.anvita.info/wiki/Ecthyma_Gangrenosum
PLAGUE	plague	http://www.anvita.info/wiki/Plague
RHINOSCLEROMA	rhinoscleroma	http://www.anvita.info/wiki/Rhinoscleroma
PARATYPHOID_FEVER	paratyphoid fever	http://www.anvita.info/wiki/Paratyphoid_Fever
TYPHOID_FEVER	typhoid (enteric) fever	http://www.anvita.info/wiki/Typhoid_Fever
PERTUSSIS	pertussis (whooping cough, 100 day cough)	http://www.anvita.info/wiki/Pertussis
TULAREMIA	tularemia (deer fly fever, Prahvant Valley plague, rabbit fever)	http://www.anvita.info/wiki/Tularemia
TOXIC_SHOCK_SYNDROME	toxic shock syndrome	http://www.anvita.info/wiki/Toxic_Shock_Syndrome
TETANUS	tetanus	http://www.anvita.info/wiki/Tetanus
GLANDERS	glanders	http://www.anvita.info/wiki/Glanders
BACILLARY_ANGIOMATOSIS	bacillary angiomatosis	http://www.anvita.info/wiki/Bacillary_Angiomatosis
PELIOSIS_HEPATIS	peliosis hepatis	http://www.anvita.info/wiki/Peliosis_Hepatis
CAT_SCRATCH_DISEASE	cat scratch disease	http://www.anvita.info/wiki/Cat_Scratch_Disease
BRUCELLOSIS	brucellosis	http://www.anvita.info/wiki/Brucellosis
DIPHTHERIA	diphtheria	http://www.anvita.info/wiki/Diphtheria
ERYSIPELOID	erysipeloid	http://www.anvita.info/wiki/Erysipeloid
ANTHRAX	anthrax (woolsorter's disease)	http://www.anvita.info/wiki/Anthrax
ACTINOMYCOSIS	actinomycosis	http://www.anvita.info/wiki/Actinomycosis
MELIOIDOSIS	melioidosis (Whitmore's disease)	http://www.anvita.info/wiki/Melioidosis
SODOKU	sodoku; spirillary fever; spirillosis (rat-bite fever)	http://www.anvita.info/wiki/Sodoku
PONTIAC_FEVER	Pontiac fever	http://www.anvita.info/wiki/Pontiac_Fever
CUTANEOUS_LISTERIOSIS	cutaneous listeriosis	http://www.anvita.info/wiki/Cutaneous_Listeriosis
HAVERHILL_FEVER	Haverhill fever; streptobacillary fever; streptobacillosis (rat-bite fever)	http://www.anvita.info/wiki/Haverhill_Fever
EPIDEMIC_TYPHUS	epidemic typhus	http://www.anvita.info/wiki/Epidemic_Typhus
ENDEMIC_TYPHUS	endemic (murine) typhus (typhus fever)	http://www.anvita.info/wiki/Endemic_Typhus
SCRUB_TYPHUS	scrub typhus	http://www.anvita.info/wiki/Scrub_Typhus
CUTANEOUS_ANTHRAX	cutaneous anthrax	http://www.anvita.info/wiki/Cutaneous_Anthrax
BRILL_ZINSSER_DISEASE	Brill-Zinsser disease (recrudescent typhus)	http://www.anvita.info/wiki/Brill_Zinsser_Disease
SEXUALLY_TRANSMITTED_DISEASE	sexually-transmitted disease; sexually-transmitted infection; venereal disease (STD, STI)	http://www.anvita.info/wiki/Sexually_Transmitted_Disease
CONDYLOMA_ACUMINATA	condyloma acuminata (anogenital wart)	http://www.anvita.info/wiki/Condyloma_Acuminata
GONORRHEA	gonorrhea	http://www.anvita.info/wiki/Gonorrhea
CHANCROID	chancroid (soft chancre)	http://www.anvita.info/wiki/Chancroid
LYMPHOGRANULOMA_VENEREUM	lymphogranuloma venereum (inguinale); Favre-Durand-Nicholas disease; tropical bubo	http://www.anvita.info/wiki/Lymphogranuloma_Venereum
ACUTE_GONORRHEA	acute gonorrhea	http://www.anvita.info/wiki/Acute_Gonorrhea
WOUND_INFECTION	wound infection	http://www.anvita.info/wiki/Wound_Infection
CHRONIC_WOUND_INFECTION	chronic wound infection	http://www.anvita.info/wiki/Chronic_Wound_Infection
SURGICAL_SITE_INFECTION	surgical site infection	http://www.anvita.info/wiki/Surgical_Site_Infection
GASTROINTESTINAL_INFECTION	gastrointestinal infection	http://www.anvita.info/wiki/Gastrointestinal_Infection
CHRONIC_INFECTION	chronic infection (chronic infectious disease)	http://www.anvita.info/wiki/Chronic_Infection
CHRONIC_MYRINGITIS	chronic myringitis	http://www.anvita.info/wiki/Chronic_Myringitis
CHRONIC_MYCOSIS	chronic mycosis	http://www.anvita.info/wiki/Chronic_Mycosis
CHRONIC_EAR_INFECTION	chronic ear infection	http://www.anvita.info/wiki/Chronic_Ear_Infection
CHRONIC_COCCIDIOIDOMYCOSIS	chronic coccidioidomycosis	http://www.anvita.info/wiki/Chronic_Coccidioidomycosis
CHRONIC_GONORRHEA	chronic gonorrhea	http://www.anvita.info/wiki/Chronic_Gonorrhea
RADIATION_INJURY	radiation injury; radiation toxicity	http://www.anvita.info/wiki/Radiation_Injury
RADIATION_INJURY_OF_BONE	Radiation Injury of Bone	http://www.anvita.info/wiki/Radiation_Injury_Of_Bone
RADIATION_NECROSIS	radiation necrosis	http://www.anvita.info/wiki/Radiation_Necrosis
DRUG_INTERACTION	drug interaction	http://www.anvita.info/wiki/Drug_Interaction
MEDICATION_INTERACTIONS_WITH_ALCOHOL	medication interactions with alcohol	http://www.anvita.info/wiki/Medication_Interactions_With_Alcohol
DRUG_INTERACTION_SOFOSBUVIR_AMIODARONE	drug interaction(s) of sofosbuvir with amiodarone	http://www.anvita.info/wiki/Drug_Interaction_Sofosbuvir_Amiodarone
DRUG_INTERACTION_METHOTREXATE_BIOLOGICAL_RESPONSE_MODIFIER	drug interaction(s) of methotrexate with biological response modifier	http://www.anvita.info/wiki/Drug_Interaction_Methotrexate_Biological_Response_Modifier
DRUG_INTERACTION_ETHANOL_VARENICLINE	drug interaction(s) of alcohol (ethanol) with varenicline	http://www.anvita.info/wiki/Drug_Interaction_Ethanol_Varenicline
DRUG_INTERACTION_HALOPERIDOL_RIVASTIGMINE	drug interaction(s) of haloperidol with rivastigmine	http://www.anvita.info/wiki/Drug_Interaction_Haloperidol_Rivastigmine
DRUG_INTERACTION_PHENYLEPHRINE_ACETAMINOPHEN	drug interaction(s) of acetaminophen in combination with phenylephrine	http://www.anvita.info/wiki/Drug_Interaction_Phenylephrine_Acetaminophen
DRUG_INTERACTION_DIURETIC_ZN+2	drug interaction(s) of diuretics in combination with Zn+2	http://www.anvita.info/wiki/Drug_Interaction_Diuretic_Zn+2
DRUG_INTERACTION_IRON_SUPPLEMENT_ANTACID	drug interaction(s) of iron supplements in combination with antacids	http://www.anvita.info/wiki/Drug_Interaction_Iron_Supplement_Antacid
DRUG_INTERACTION_ANTIRETROVIRAL_PROTEASE_INHIBITOR_RITONAVIR	drug interaction(s) of antiretroviral protease inhibitor in combination with ritonavir	http://www.anvita.info/wiki/Drug_Interaction_Antiretroviral_Protease_Inhibitor_Ritonavir
DRUG_INTERACTION_MERCAPTOPURINE_ALLOPURINOL	drug interaction(s) of mercaptopurine in combination with allopurinol	http://www.anvita.info/wiki/Drug_Interaction_Mercaptopurine_Allopurinol
DRUG_INTERACTION_DIGOXIN_MACROLIDE	drug interaction(s) of digoxin in combination with macrolides	http://www.anvita.info/wiki/Drug_Interaction_Digoxin_Macrolide
DRUG_INTERACTION_METHADONE_BENZODIAZEPINE	drug interaction(s) of methadone in combination with benzodiazepines	http://www.anvita.info/wiki/Drug_Interaction_Methadone_Benzodiazepine
DRUG_INTERACTION_ANTIARRHYTHMIC_AGENT_DIURETIC	drug interaction(s) of antiarrhythmic agents in combination with diuretics	http://www.anvita.info/wiki/Drug_Interaction_Antiarrhythmic_Agent_Diuretic
DRUG_INTERACTION_BOCEPREVIR_RITONAVIR_KALETRA	drug interaction(s) of boceprevir in combination with ritonavir & Kaletra	http://www.anvita.info/wiki/Drug_Interaction_Boceprevir_Ritonavir_Kaletra
DRUG_INTERACTION_BOCEPREVIR_RITONAVIR_DARUNAVIR	drug interaction(s) of boceprevir in combination with ritonavir & darunavir	http://www.anvita.info/wiki/Drug_Interaction_Boceprevir_Ritonavir_Darunavir
DRUG_INTERACTION_BOCEPREVIR_RITONAVIR_ATAZANAVIR	drug interaction(s) of boceprevir in combination with ritonavir & atazanavir	http://www.anvita.info/wiki/Drug_Interaction_Boceprevir_Ritonavir_Atazanavir
DRUG_INTERACTION_BETA_2_ADRENERGIC_RECEPTOR_AGONIST_BETA_ADRENERGIC_ANTAGONIST	drug interaction(s) of beta-2 adrenergic receptor agonists with beta adrenergic receptor antagonists	http://www.anvita.info/wiki/Drug_Interaction_Beta_2_Adrenergic_Receptor_Agonist_Beta_Adrenergic_Antagonist
DRUG_INTERACTION_BETA_2_ADRENERGIC_RECEPTOR_AGONIST_LOOP_DIURETIC	drug interaction(s) of beta-2 adrenergic receptor agonists with loop diuretics	http://www.anvita.info/wiki/Drug_Interaction_Beta_2_Adrenergic_Receptor_Agonist_Loop_Diuretic
DRUG_INTERACTION_BETA_2_ADRENERGIC_RECEPTOR_AGONIST_THIAZIDE_DIURETIC	drug interaction(s) of beta-2 adrenergic receptor agonists with thiazide diuretics	http://www.anvita.info/wiki/Drug_Interaction_Beta_2_Adrenergic_Receptor_Agonist_Thiazide_Diuretic
DRUG_INTERACTION_ANTIPLATELET_AGENT_SEROTONIN_REUPTAKE_INHIBITOR	drug interaction(s) of anti-platelet agents with SSRIs	http://www.anvita.info/wiki/Drug_Interaction_Antiplatelet_Agent_Serotonin_Reuptake_Inhibitor
DRUG_INTERACTION_METHYLENE_BLUE_SEROTONIN&NOREPINEPHRINE_REUPTAKE_INHIBITOR	drug interaction(s) of methylene blue with SNRIs	http://www.anvita.info/wiki/Drug_Interaction_Methylene_Blue_Serotonin&norepinephrine_Reuptake_Inhibitor
DRUG_INTERACTION_METHYLENE_BLUE_SEROTONIN_REUPTAKE_INHIBITOR	drug interaction(s) of methylene blue with SSRIs	http://www.anvita.info/wiki/Drug_Interaction_Methylene_Blue_Serotonin_Reuptake_Inhibitor
DRUG_INTERACTION_METHYLENE_BLUE_SEROTONIN_AGONIST	drug interaction(s) of methylene blue with serotonin agonists	http://www.anvita.info/wiki/Drug_Interaction_Methylene_Blue_Serotonin_Agonist
DRUG_INTERACTION_LINEZOLID_SEROTONIN&NOREPINEPHRINE_REUPTAKE_INHIBITOR	drug interaction(s) of linezolid with SNRIs	http://www.anvita.info/wiki/Drug_Interaction_Linezolid_Serotonin&norepinephrine_Reuptake_Inhibitor
DRUG_INTERACTION_LINEZOLID_SEROTONIN_REUPTAKE_INHIBITOR	drug interaction(s) of linezolid with SSRIs	http://www.anvita.info/wiki/Drug_Interaction_Linezolid_Serotonin_Reuptake_Inhibitor
DRUG_INTERACTION_LINEZOLID_SEROTONIN_AGONIST	drug interaction(s) of linezolid with serotonin agonists	http://www.anvita.info/wiki/Drug_Interaction_Linezolid_Serotonin_Agonist
DRUG_INTERACTION_CALCIUM_CHANNEL_BLOCKER_ERYTHROMYCIN	drug interaction(s) of calcium channel blockers with erythromycin	http://www.anvita.info/wiki/Drug_Interaction_Calcium_Channel_Blocker_Erythromycin
DRUG_INTERACTION_CALCIUM_CHANNEL_BLOCKER_CLARITHROMYCIN	drug interaction(s) of calcium channel blockers with clarithromycin	http://www.anvita.info/wiki/Drug_Interaction_Calcium_Channel_Blocker_Clarithromycin
DRUG_INTERACTION_APRIRIN_CLOPIDOGREL_WARFARIN	drug interaction(s) of aspirin, clopidogrel & warfarin	http://www.anvita.info/wiki/Drug_Interaction_Apririn_Clopidogrel_Warfarin
DRUG_INTERACTION_RENIN_ANGIOTENSIN_SYSTEM_INHIBITOR_TRIMETHOPRIM/SULFAMETHOXAZOLE	drug interaction(s) of renin-angiotensin inhibitors with trimethoprim-sulfamethoxazole	http://www.anvita.info/wiki/Drug_Interaction_Renin_Angiotensin_System_Inhibitor_Trimethoprim/sulfamethoxazole
DRUG_INTERACTION_SAQUINAVIR_RITONAVIR	drug interaction(s) of saquinavir with ritonavir	http://www.anvita.info/wiki/Drug_Interaction_Saquinavir_Ritonavir
DRUG_INTERACTION_HMG_COA_REDUCTASE_INHIBITOR_MACROLIDE	drug interaction(s) of statins with macrolide	http://www.anvita.info/wiki/Drug_Interaction_Hmg_Coa_Reductase_Inhibitor_Macrolide
DRUG_INTERACTION_HMG_COA_REDUCTASE_INHIBITOR_ANTIVIRAL_PROTEASE_INHIBITOR	drug interaction(s) of statins with antiviral protease inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Hmg_Coa_Reductase_Inhibitor_Antiviral_Protease_Inhibitor
DRUG_INTERACTION_HMG_COA_REDUCTASE_INHIBITOR_FIBRATE	drug interaction(s) of statins with fibrates	http://www.anvita.info/wiki/Drug_Interaction_Hmg_Coa_Reductase_Inhibitor_Fibrate
DRUG_INTERACTION_HYPERICUM_PERFORATUM_SELECTIVE_SEROTONIN_REUPTAKE_INHIBITOR	drug interaction(s) of hypericum perforatum (Sr John's wort) with SSRI	http://www.anvita.info/wiki/Drug_Interaction_Hypericum_Perforatum_Selective_Serotonin_Reuptake_Inhibitor
DRUG_INTERACTION_TAMOXIFEN_SELECTIVE_SEROTONIN_REUPTAKE_INHIBITOR	drug interaction(s) of tamoxifen with SSRI	http://www.anvita.info/wiki/Drug_Interaction_Tamoxifen_Selective_Serotonin_Reuptake_Inhibitor
DRUG_INTERACTION_RALTEGRAVIR_ETRAVIRINE	drug interaction(s) of raltegravir with etravirine	http://www.anvita.info/wiki/Drug_Interaction_Raltegravir_Etravirine
DRUG_INTERACTION_TRIMETHOPRIM/SULFAMETHOXAZOLE_WARFARIN	drug interaction(s) of trimethoprim/sulfamethoxazole with warfarin	http://www.anvita.info/wiki/Drug_Interaction_Trimethoprim/sulfamethoxazole_Warfarin
DRUG_INTERACTION_ANTIBIOTIC_WARFARIN	drug interaction(s) of antibiotics with warfarin	http://www.anvita.info/wiki/Drug_Interaction_Antibiotic_Warfarin
DRUG_INTERACTION_LEVOTHYROXINE_PROTON_PUMP_INHIBITOR	drug interaction(s) of levothyroxine with proton pump inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Levothyroxine_Proton_Pump_Inhibitor
DRUG_INTERACTION_METHOTREXATE_PROTON_PUMP_INHIBITOR	drug interaction(s) of methotrexate with proton pump inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Methotrexate_Proton_Pump_Inhibitor
DRUG_INTERACTION_BISPHOSPHONATE_PROTON_PUMP_INHIBITOR	drug interaction(s) of bisphosphonates with proton pump inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Bisphosphonate_Proton_Pump_Inhibitor
DRUG_INTERACTION_ASPIRIN_PROTON_PUMP_INHIBITOR	drug interaction(s) of aspirin with proton pump inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Aspirin_Proton_Pump_Inhibitor
DRUG_INTERACTION_ANTIPLATELET_AGENT_PROTON_PUMP_INHIBITOR	drug interaction(s) of antiplatelet agents with proton pump inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Antiplatelet_Agent_Proton_Pump_Inhibitor
DRUG_INTERACTION_CLOPIDOGREL_PROTON_PUMP_INHIBITOR	drug interaction(s) of clopidogrel with proton pump inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Clopidogrel_Proton_Pump_Inhibitor
DRUG_INTERACTION_SIMVASTATIN_AMIODARONE	drug interaction(s) of simvastatin with amiodarone	http://www.anvita.info/wiki/Drug_Interaction_Simvastatin_Amiodarone
DRUG_INTERACTION_THEOPHYLLINE_FLUVOXAMINE	drug interaction(s) of theophylline with fluvoxamine	http://www.anvita.info/wiki/Drug_Interaction_Theophylline_Fluvoxamine
DRUG_INTERACTION_TIZANIDINE_FLUVOXAMINE	drug interaction(s) of tizanidine with fluvoxamine	http://www.anvita.info/wiki/Drug_Interaction_Tizanidine_Fluvoxamine
DRUG_INTERACTION_TIZANIDINE_CIPROFLOXACIN	drug interaction(s) of tizanidine with ciprofloxacin	http://www.anvita.info/wiki/Drug_Interaction_Tizanidine_Ciprofloxacin
DRUG_INTERACTION_THEOPHYLLINE_CIPROFLOXACIN	drug interaction(s) of theophylline with ciprofloxacin	http://www.anvita.info/wiki/Drug_Interaction_Theophylline_Ciprofloxacin
DRUG_INTERACTION_LITHIUM_CARBONATE_IODIDE_SALT	drug interaction(s) of lithium carbonate with iodide salts	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Iodide_Salt
DRUG_INTERACTION_LITHIUM_CARBONATE_NEUROMUSCULAR_BLOCKER	drug interaction(s) of lithium carbonate with neuromuscular blockers	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Neuromuscular_Blocker
DRUG_INTERACTION_LITHIUM_CARBONATE_CNS_DEPRESSANT	drug interaction(s) of lithium carbonate with CNS depressants	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Cns_Depressant
DRUG_INTERACTION_LITHIUM_CARBONATE_XANTHINE	drug interaction(s) of lithium carbonate with xanthine	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Xanthine
DRUG_INTERACTION_LITHIUM_CARBONATE_FLUOXETINE	drug interaction(s) of lithium carbonate with fluoxetine	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Fluoxetine
DRUG_INTERACTION_LITHIUM_CARBONATE_CARBAMAZEPINE	drug interaction(s) of lithium carbonate with carbamazepine	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Carbamazepine
DRUG_INTERACTION_LITHIUM_CARBONATE_PHENOTHIAZINE	drug interaction(s) of lithium carbonate with phenothiazine	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Phenothiazine
DRUG_INTERACTION_LITHIUM_CARBONATE_HALOPERIDOL	drug interaction(s) of lithium carbonate with haloperidol	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Haloperidol
DRUG_INTERACTION_LITHIUM_CARBONATE_NON_STEROIDAL_ANTI_INFLAMMATORY_AGENT	drug interaction(s) of lithium carbonate with NSAIDs	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Non_Steroidal_Anti_Inflammatory_Agent
DRUG_INTERACTION_LITHIUM_CARBONATE_THIAZIDE_DIURETIC	drug interaction(s) of lithium carbonate with thiazide diuretics	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Thiazide_Diuretic
DRUG_INTERACTION_LITHIUM_CARBONATE_ACE_INHIBITOR	drug interaction(s) of lithium carbonate with ACE inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Lithium_Carbonate_Ace_Inhibitor
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_THYROID_HORMONE	drug interaction(s) of beta-adrenergic receptor antagonists with thyroid hormone	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Thyroid_Hormone
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_SULFINPYRAZONE	drug interaction(s) of beta-adrenergic receptor antagonists with sulfinpyrazone	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Sulfinpyrazone
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_SALICYLATE	drug interaction(s) of beta-adrenergic receptor antagonists with salicylate	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Salicylate
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_RIFAMPIN	drug interaction(s) of beta-adrenergic receptor antagonists with rifampin	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Rifampin
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_AMPICILLIN	drug interaction(s) of beta-adrenergic receptor antagonists with ampicillin	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Ampicillin
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_COLESTIPOL	drug interaction(s) of beta-adrenergic receptor antagonists with colestipol	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Colestipol
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_CHOLESTYRAMINE	drug interaction(s) of beta-adrenergic receptor antagonists with cholestyramine	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Cholestyramine
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_BARBITURATE	drug interaction(s) of beta-adrenergic receptor antagonists with barbiturates	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Barbiturate
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_CALCIUM_SALT	drug interaction(s) of beta-adrenergic receptor antagonists with calcium salts	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Calcium_Salt
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_ALUMINUM_CARBONATE	drug interaction(s) of beta-adrenergic receptor antagonists with aluminum carbonate	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Aluminum_Carbonate
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_ALUMINUM_HYDROXIDE	drug interaction(s) of beta-adrenergic receptor antagonists with aluminum hydroxide	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Aluminum_Hydroxide
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_PRAZOSIN	drug interaction(s) of beta-adrenergic receptor antagonists with prazosin	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Prazosin
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_LIDOCAINE	drug interaction(s) of beta-adrenergic receptor antagonists with lidocaine	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Lidocaine
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_ERGOT_ALKALOID	drug interaction(s) of beta-adrenergic receptor antagonists with ergot alkaloids	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Ergot_Alkaloid
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_CLONIDINE	drug interaction(s) of beta-adrenergic receptor antagonists with clonidine	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Clonidine
DRUG_INTERACTION_GLUCOCORTICOID_WARFARIN	drug interaction(s) of glucocorticoids with warfarin	http://www.anvita.info/wiki/Drug_Interaction_Glucocorticoid_Warfarin
DRUG_INTERACTION_PROPRANOLOL_WARFARIN	drug interaction(s) of propranolol with warfarin	http://www.anvita.info/wiki/Drug_Interaction_Propranolol_Warfarin
DRUG_INTERACTION_ANTIPSYCHOTIC_BENZODIAZEPINE	drug interaction(s) of antipsycotics with benzodiazepines	http://www.anvita.info/wiki/Drug_Interaction_Antipsychotic_Benzodiazepine
DRUG_INTERACTION_ANTIDEPRESSANT_BENZODIAZEPINE	drug interaction(s) of antidepressants with benzodiazepines	http://www.anvita.info/wiki/Drug_Interaction_Antidepressant_Benzodiazepine
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_BENZODIAZEPINE	drug interaction(s) of beta-adrenergic receptor antagonists with benzodiazepines	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Benzodiazepine
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST<EXCEPTIONS_ATENOLOL>_BENZODIAZEPINE	drug interaction(s) of beta-adrenergic receptor antagonists (except atenolol) with benzodiazepines	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist<exceptions_Atenolol>_Benzodiazepine
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_QUINOLONE	drug interaction(s) of beta-adrenergic receptor antagonists with quinolones	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Quinolone
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_QUINIDINE	drug interaction(s) of beta-adrenergic receptor antagonists with quinidine	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Quinidine
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_PROPAFENONE	drug interaction(s) of beta-adrenergic receptor antagonists with propafenone	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Propafenone
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_PHENOTHIAZINE	drug interaction(s) of beta-adrenergic receptor antagonists with phenothiazines	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Phenothiazine
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_MAO_INHIBITOR	drug interaction(s) of beta-adrenergic receptor antagonists with MAO inhibitors	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Mao_Inhibitor
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_LOOP_DIURETIC	drug interaction(s) of beta-adrenergic receptor antagonists with loop diuretics	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Loop_Diuretic
DRUG_INTERACTION_BETA_ADRENERGIC_RECEPTOR_ANTAGONIST_HYDRALAZINE	drug interaction(s) of beta-adrenergic receptor antagonists with hydralazine	http://www.anvita.info/wiki/Drug_Interaction_Beta_Adrenergic_Receptor_Antagonist_Hydralazine
